Name,Station,Time(norwegian mean time),Mean air temperature (24 h)
Karasjok - Markannjarga,SN97251,20.12.2005,-13.1
Karasjok - Markannjarga,SN97251,21.12.2005,-13
Karasjok - Markannjarga,SN97251,22.12.2005,-12.4
Karasjok - Markannjarga,SN97251,23.12.2005,-9.6
Karasjok - Markannjarga,SN97251,24.12.2005,-10.8
Karasjok - Markannjarga,SN97251,25.12.2005,-21.5
Karasjok - Markannjarga,SN97251,26.12.2005,-27.6
Karasjok - Markannjarga,SN97251,27.12.2005,-15.1
Karasjok - Markannjarga,SN97251,28.12.2005,-8.4
Karasjok - Markannjarga,SN97251,29.12.2005,-21.2
Karasjok - Markannjarga,SN97251,30.12.2005,-24.7
Karasjok - Markannjarga,SN97251,31.12.2005,-8.3
Karasjok - Markannjarga,SN97251,02.01.2006,-17.4
Karasjok - Markannjarga,SN97251,03.01.2006,-12.2
Karasjok - Markannjarga,SN97251,04.01.2006,-7.7
Karasjok - Markannjarga,SN97251,05.01.2006,1.1
Karasjok - Markannjarga,SN97251,06.01.2006,-5.3
Karasjok - Markannjarga,SN97251,07.01.2006,-8.7
Karasjok - Markannjarga,SN97251,08.01.2006,-20.2
Karasjok - Markannjarga,SN97251,09.01.2006,-24.2
Karasjok - Markannjarga,SN97251,10.01.2006,-18.1
Karasjok - Markannjarga,SN97251,11.01.2006,-10.4
Karasjok - Markannjarga,SN97251,12.01.2006,-0.2
Karasjok - Markannjarga,SN97251,13.01.2006,-6.1
Karasjok - Markannjarga,SN97251,14.01.2006,-3.7
Karasjok - Markannjarga,SN97251,15.01.2006,-12.9
Karasjok - Markannjarga,SN97251,16.01.2006,-9.9
Karasjok - Markannjarga,SN97251,17.01.2006,-13.2
Karasjok - Markannjarga,SN97251,18.01.2006,-23.4
Karasjok - Markannjarga,SN97251,19.01.2006,-25.5
Karasjok - Markannjarga,SN97251,20.01.2006,-25.3
Karasjok - Markannjarga,SN97251,21.01.2006,-23.4
Karasjok - Markannjarga,SN97251,22.01.2006,-15.6
Karasjok - Markannjarga,SN97251,23.01.2006,-5.2
Karasjok - Markannjarga,SN97251,24.01.2006,-15.4
Karasjok - Markannjarga,SN97251,25.01.2006,-20
Karasjok - Markannjarga,SN97251,26.01.2006,0
Karasjok - Markannjarga,SN97251,27.01.2006,-1.6
Karasjok - Markannjarga,SN97251,28.01.2006,-6
Karasjok - Markannjarga,SN97251,29.01.2006,-16
Karasjok - Markannjarga,SN97251,30.01.2006,-6.8
Karasjok - Markannjarga,SN97251,31.01.2006,-16.1
Karasjok - Markannjarga,SN97251,01.02.2006,-10.8
Karasjok - Markannjarga,SN97251,02.02.2006,-19
Karasjok - Markannjarga,SN97251,03.02.2006,-31.9
Karasjok - Markannjarga,SN97251,04.02.2006,-28.8
Karasjok - Markannjarga,SN97251,05.02.2006,-35.4
Karasjok - Markannjarga,SN97251,06.02.2006,-18.5
Karasjok - Markannjarga,SN97251,07.02.2006,-9.3
Karasjok - Markannjarga,SN97251,08.02.2006,-11.1
Karasjok - Markannjarga,SN97251,09.02.2006,-20.6
Karasjok - Markannjarga,SN97251,10.02.2006,-8.6
Karasjok - Markannjarga,SN97251,11.02.2006,-9.9
Karasjok - Markannjarga,SN97251,12.02.2006,-8.3
Karasjok - Markannjarga,SN97251,13.02.2006,-6.8
Karasjok - Markannjarga,SN97251,14.02.2006,-17.9
Karasjok - Markannjarga,SN97251,15.02.2006,-5.5
Karasjok - Markannjarga,SN97251,16.02.2006,-2.4
Karasjok - Markannjarga,SN97251,17.02.2006,-9.2
Karasjok - Markannjarga,SN97251,18.02.2006,-18.3
Karasjok - Markannjarga,SN97251,19.02.2006,-22.1
Karasjok - Markannjarga,SN97251,20.02.2006,-28.4
Karasjok - Markannjarga,SN97251,21.02.2006,-18.1
Karasjok - Markannjarga,SN97251,22.02.2006,0.1
Karasjok - Markannjarga,SN97251,23.02.2006,-1.5
Karasjok - Markannjarga,SN97251,24.02.2006,-2.8
Karasjok - Markannjarga,SN97251,25.02.2006,-11.8
Karasjok - Markannjarga,SN97251,26.02.2006,-14.4
Karasjok - Markannjarga,SN97251,27.02.2006,-20.7
Karasjok - Markannjarga,SN97251,28.02.2006,-23.1
Karasjok - Markannjarga,SN97251,01.03.2006,-28.4
Karasjok - Markannjarga,SN97251,02.03.2006,-30.3
Karasjok - Markannjarga,SN97251,03.03.2006,-31.7
Karasjok - Markannjarga,SN97251,04.03.2006,-30.3
Karasjok - Markannjarga,SN97251,05.03.2006,-28.8
Karasjok - Markannjarga,SN97251,06.03.2006,-28.7
Karasjok - Markannjarga,SN97251,07.03.2006,-22.7
Karasjok - Markannjarga,SN97251,08.03.2006,-15.8
Karasjok - Markannjarga,SN97251,09.03.2006,-11.7
Karasjok - Markannjarga,SN97251,10.03.2006,-4.4
Karasjok - Markannjarga,SN97251,11.03.2006,-3.6
Karasjok - Markannjarga,SN97251,12.03.2006,-2.5
Karasjok - Markannjarga,SN97251,13.03.2006,-6.9
Karasjok - Markannjarga,SN97251,14.03.2006,-2.3
Karasjok - Markannjarga,SN97251,15.03.2006,-0.3
Karasjok - Markannjarga,SN97251,16.03.2006,-0.2
Karasjok - Markannjarga,SN97251,17.03.2006,0.9
Karasjok - Markannjarga,SN97251,18.03.2006,-3.4
Karasjok - Markannjarga,SN97251,19.03.2006,-11.2
Karasjok - Markannjarga,SN97251,20.03.2006,-14.7
Karasjok - Markannjarga,SN97251,21.03.2006,-10.3
Karasjok - Markannjarga,SN97251,22.03.2006,-6.8
Karasjok - Markannjarga,SN97251,23.03.2006,-4.6
Karasjok - Markannjarga,SN97251,24.03.2006,-5.6
Karasjok - Markannjarga,SN97251,25.03.2006,-6.4
Karasjok - Markannjarga,SN97251,26.03.2006,-8.6
Karasjok - Markannjarga,SN97251,27.03.2006,-16.3
Karasjok - Markannjarga,SN97251,28.03.2006,-15.1
Karasjok - Markannjarga,SN97251,29.03.2006,-14.4
Karasjok - Markannjarga,SN97251,30.03.2006,-13.8
Karasjok - Markannjarga,SN97251,31.03.2006,-16.3
Karasjok - Markannjarga,SN97251,01.04.2006,-7.9
Karasjok - Markannjarga,SN97251,02.04.2006,-3.5
Karasjok - Markannjarga,SN97251,03.04.2006,-6.1
Karasjok - Markannjarga,SN97251,04.04.2006,-6.9
Karasjok - Markannjarga,SN97251,05.04.2006,-7.2
Karasjok - Markannjarga,SN97251,06.04.2006,-8
Karasjok - Markannjarga,SN97251,07.04.2006,0.2
Karasjok - Markannjarga,SN97251,08.04.2006,-1.4
Karasjok - Markannjarga,SN97251,09.04.2006,1.3
Karasjok - Markannjarga,SN97251,10.04.2006,2.2
Karasjok - Markannjarga,SN97251,11.04.2006,0.2
Karasjok - Markannjarga,SN97251,12.04.2006,0.5
Karasjok - Markannjarga,SN97251,13.04.2006,2
Karasjok - Markannjarga,SN97251,14.04.2006,2.3
Karasjok - Markannjarga,SN97251,15.04.2006,1.8
Karasjok - Markannjarga,SN97251,16.04.2006,0.1
Karasjok - Markannjarga,SN97251,17.04.2006,2.1
Karasjok - Markannjarga,SN97251,18.04.2006,2.2
Karasjok - Markannjarga,SN97251,19.04.2006,1.9
Karasjok - Markannjarga,SN97251,20.04.2006,1.7
Karasjok - Markannjarga,SN97251,21.04.2006,0.7
Karasjok - Markannjarga,SN97251,22.04.2006,1.6
Karasjok - Markannjarga,SN97251,23.04.2006,3.1
Karasjok - Markannjarga,SN97251,24.04.2006,4
Karasjok - Markannjarga,SN97251,25.04.2006,5
Karasjok - Markannjarga,SN97251,26.04.2006,8.1
Karasjok - Markannjarga,SN97251,27.04.2006,7.8
Karasjok - Markannjarga,SN97251,28.04.2006,7.2
Karasjok - Markannjarga,SN97251,29.04.2006,6.3
Karasjok - Markannjarga,SN97251,30.04.2006,7.3
Karasjok - Markannjarga,SN97251,01.05.2006,6.4
Karasjok - Markannjarga,SN97251,02.05.2006,6.5
Karasjok - Markannjarga,SN97251,03.05.2006,7.8
Karasjok - Markannjarga,SN97251,04.05.2006,5.2
Karasjok - Markannjarga,SN97251,05.05.2006,8.5
Karasjok - Markannjarga,SN97251,06.05.2006,11.5
Karasjok - Markannjarga,SN97251,07.05.2006,11.8
Karasjok - Markannjarga,SN97251,08.05.2006,5.4
Karasjok - Markannjarga,SN97251,09.05.2006,3.3
Karasjok - Markannjarga,SN97251,10.05.2006,3
Karasjok - Markannjarga,SN97251,11.05.2006,2
Karasjok - Markannjarga,SN97251,12.05.2006,1.8
Karasjok - Markannjarga,SN97251,13.05.2006,0.7
Karasjok - Markannjarga,SN97251,14.05.2006,0.2
Karasjok - Markannjarga,SN97251,15.05.2006,-1.7
Karasjok - Markannjarga,SN97251,16.05.2006,-1
Karasjok - Markannjarga,SN97251,17.05.2006,-0.3
Karasjok - Markannjarga,SN97251,18.05.2006,3
Karasjok - Markannjarga,SN97251,19.05.2006,6.2
Karasjok - Markannjarga,SN97251,20.05.2006,6.2
Karasjok - Markannjarga,SN97251,21.05.2006,6.6
Karasjok - Markannjarga,SN97251,22.05.2006,9.7
Karasjok - Markannjarga,SN97251,23.05.2006,12.5
Karasjok - Markannjarga,SN97251,24.05.2006,8.3
Karasjok - Markannjarga,SN97251,25.05.2006,5
Karasjok - Markannjarga,SN97251,26.05.2006,3.7
Karasjok - Markannjarga,SN97251,27.05.2006,6.4
Karasjok - Markannjarga,SN97251,28.05.2006,9.5
Karasjok - Markannjarga,SN97251,29.05.2006,10.4
Karasjok - Markannjarga,SN97251,30.05.2006,6
Karasjok - Markannjarga,SN97251,31.05.2006,6.5
Karasjok - Markannjarga,SN97251,01.06.2006,6.2
Karasjok - Markannjarga,SN97251,02.06.2006,8.3
Karasjok - Markannjarga,SN97251,03.06.2006,9.5
Karasjok - Markannjarga,SN97251,04.06.2006,6
Karasjok - Markannjarga,SN97251,05.06.2006,5.7
Karasjok - Markannjarga,SN97251,06.06.2006,6.8
Karasjok - Markannjarga,SN97251,07.06.2006,11.5
Karasjok - Markannjarga,SN97251,08.06.2006,12.1
Karasjok - Markannjarga,SN97251,09.06.2006,10.3
Karasjok - Markannjarga,SN97251,10.06.2006,7.3
Karasjok - Markannjarga,SN97251,11.06.2006,11.7
Karasjok - Markannjarga,SN97251,12.06.2006,15.9
Karasjok - Markannjarga,SN97251,13.06.2006,20.1
Karasjok - Markannjarga,SN97251,14.06.2006,14.6
Karasjok - Markannjarga,SN97251,15.06.2006,10.5
Karasjok - Markannjarga,SN97251,16.06.2006,12.4
Karasjok - Markannjarga,SN97251,17.06.2006,9.9
Karasjok - Markannjarga,SN97251,18.06.2006,11.4
Karasjok - Markannjarga,SN97251,19.06.2006,15
Karasjok - Markannjarga,SN97251,20.06.2006,16.8
Karasjok - Markannjarga,SN97251,21.06.2006,15.5
Karasjok - Markannjarga,SN97251,22.06.2006,17.9
Karasjok - Markannjarga,SN97251,23.06.2006,16.4
Karasjok - Markannjarga,SN97251,24.06.2006,13.3
Karasjok - Markannjarga,SN97251,25.06.2006,14.2
Karasjok - Markannjarga,SN97251,26.06.2006,9.8
Karasjok - Markannjarga,SN97251,27.06.2006,9.1
Karasjok - Markannjarga,SN97251,28.06.2006,9.8
Karasjok - Markannjarga,SN97251,29.06.2006,10.7
Karasjok - Markannjarga,SN97251,30.06.2006,13
Karasjok - Markannjarga,SN97251,01.07.2006,17.2
Karasjok - Markannjarga,SN97251,02.07.2006,16.6
Karasjok - Markannjarga,SN97251,03.07.2006,17.4
Karasjok - Markannjarga,SN97251,04.07.2006,11.3
Karasjok - Markannjarga,SN97251,05.07.2006,10.7
Karasjok - Markannjarga,SN97251,06.07.2006,13
Karasjok - Markannjarga,SN97251,07.07.2006,15.7
Karasjok - Markannjarga,SN97251,08.07.2006,20.1
Karasjok - Markannjarga,SN97251,09.07.2006,13.8
Karasjok - Markannjarga,SN97251,10.07.2006,16.6
Karasjok - Markannjarga,SN97251,11.07.2006,12.2
Karasjok - Markannjarga,SN97251,12.07.2006,12.4
Karasjok - Markannjarga,SN97251,13.07.2006,12.2
Karasjok - Markannjarga,SN97251,14.07.2006,12.3
Karasjok - Markannjarga,SN97251,15.07.2006,10.4
Karasjok - Markannjarga,SN97251,16.07.2006,14.2
Karasjok - Markannjarga,SN97251,17.07.2006,14.7
Karasjok - Markannjarga,SN97251,18.07.2006,10.4
Karasjok - Markannjarga,SN97251,19.07.2006,7.6
Karasjok - Markannjarga,SN97251,20.07.2006,9
Karasjok - Markannjarga,SN97251,21.07.2006,9.4
Karasjok - Markannjarga,SN97251,22.07.2006,12.2
Karasjok - Markannjarga,SN97251,23.07.2006,12.1
Karasjok - Markannjarga,SN97251,24.07.2006,12
Karasjok - Markannjarga,SN97251,25.07.2006,9.8
Karasjok - Markannjarga,SN97251,26.07.2006,8.2
Karasjok - Markannjarga,SN97251,27.07.2006,9.9
Karasjok - Markannjarga,SN97251,28.07.2006,10.6
Karasjok - Markannjarga,SN97251,29.07.2006,9.9
Karasjok - Markannjarga,SN97251,30.07.2006,15.8
Karasjok - Markannjarga,SN97251,31.07.2006,14
Karasjok - Markannjarga,SN97251,01.08.2006,15.5
Karasjok - Markannjarga,SN97251,02.08.2006,13.6
Karasjok - Markannjarga,SN97251,03.08.2006,12.4
Karasjok - Markannjarga,SN97251,04.08.2006,10.7
Karasjok - Markannjarga,SN97251,05.08.2006,10.5
Karasjok - Markannjarga,SN97251,06.08.2006,15.3
Karasjok - Markannjarga,SN97251,07.08.2006,17.8
Karasjok - Markannjarga,SN97251,08.08.2006,15.1
Karasjok - Markannjarga,SN97251,09.08.2006,12
Karasjok - Markannjarga,SN97251,10.08.2006,14
Karasjok - Markannjarga,SN97251,11.08.2006,14.9
Karasjok - Markannjarga,SN97251,12.08.2006,11.6
Karasjok - Markannjarga,SN97251,13.08.2006,14
Karasjok - Markannjarga,SN97251,14.08.2006,12.4
Karasjok - Markannjarga,SN97251,15.08.2006,10.7
Karasjok - Markannjarga,SN97251,16.08.2006,12.6
Karasjok - Markannjarga,SN97251,17.08.2006,12.9
Karasjok - Markannjarga,SN97251,18.08.2006,10.4
Karasjok - Markannjarga,SN97251,19.08.2006,8.3
Karasjok - Markannjarga,SN97251,20.08.2006,10.5
Karasjok - Markannjarga,SN97251,21.08.2006,11.9
Karasjok - Markannjarga,SN97251,22.08.2006,10.8
Karasjok - Markannjarga,SN97251,23.08.2006,11.4
Karasjok - Markannjarga,SN97251,24.08.2006,13.2
Karasjok - Markannjarga,SN97251,25.08.2006,12.5
Karasjok - Markannjarga,SN97251,26.08.2006,11.8
Karasjok - Markannjarga,SN97251,27.08.2006,11.7
Karasjok - Markannjarga,SN97251,28.08.2006,11.6
Karasjok - Markannjarga,SN97251,29.08.2006,13
Karasjok - Markannjarga,SN97251,30.08.2006,11.8
Karasjok - Markannjarga,SN97251,31.08.2006,11.8
Karasjok - Markannjarga,SN97251,01.09.2006,9.3
Karasjok - Markannjarga,SN97251,02.09.2006,8.7
Karasjok - Markannjarga,SN97251,03.09.2006,11.8
Karasjok - Markannjarga,SN97251,04.09.2006,13.2
Karasjok - Markannjarga,SN97251,05.09.2006,11.9
Karasjok - Markannjarga,SN97251,06.09.2006,9.3
Karasjok - Markannjarga,SN97251,07.09.2006,7
Karasjok - Markannjarga,SN97251,08.09.2006,7.1
Karasjok - Markannjarga,SN97251,09.09.2006,7.7
Karasjok - Markannjarga,SN97251,10.09.2006,5.7
Karasjok - Markannjarga,SN97251,11.09.2006,5.4
Karasjok - Markannjarga,SN97251,12.09.2006,7.9
Karasjok - Markannjarga,SN97251,13.09.2006,4.8
Karasjok - Markannjarga,SN97251,14.09.2006,3
Karasjok - Markannjarga,SN97251,15.09.2006,4.2
Karasjok - Markannjarga,SN97251,16.09.2006,9.9
Karasjok - Markannjarga,SN97251,17.09.2006,10.9
Karasjok - Markannjarga,SN97251,18.09.2006,10
Karasjok - Markannjarga,SN97251,19.09.2006,5.8
Karasjok - Markannjarga,SN97251,20.09.2006,0.9
Karasjok - Markannjarga,SN97251,21.09.2006,0
Karasjok - Markannjarga,SN97251,22.09.2006,1.2
Karasjok - Markannjarga,SN97251,23.09.2006,0.4
Karasjok - Markannjarga,SN97251,24.09.2006,2.1
Karasjok - Markannjarga,SN97251,25.09.2006,2.4
Karasjok - Markannjarga,SN97251,26.09.2006,1.5
Karasjok - Markannjarga,SN97251,27.09.2006,1.7
Karasjok - Markannjarga,SN97251,28.09.2006,1.2
Karasjok - Markannjarga,SN97251,29.09.2006,0.9
Karasjok - Markannjarga,SN97251,30.09.2006,1
Karasjok - Markannjarga,SN97251,01.10.2006,1.7
Karasjok - Markannjarga,SN97251,02.10.2006,2
Karasjok - Markannjarga,SN97251,03.10.2006,2.6
Karasjok - Markannjarga,SN97251,04.10.2006,3
Karasjok - Markannjarga,SN97251,05.10.2006,1
Karasjok - Markannjarga,SN97251,06.10.2006,1.8
Karasjok - Markannjarga,SN97251,07.10.2006,4.4
Karasjok - Markannjarga,SN97251,08.10.2006,5.7
Karasjok - Markannjarga,SN97251,09.10.2006,2
Karasjok - Markannjarga,SN97251,10.10.2006,1.5
Karasjok - Markannjarga,SN97251,11.10.2006,3.3
Karasjok - Markannjarga,SN97251,12.10.2006,4.6
Karasjok - Markannjarga,SN97251,13.10.2006,1.9
Karasjok - Markannjarga,SN97251,14.10.2006,3.5
Karasjok - Markannjarga,SN97251,15.10.2006,1
Karasjok - Markannjarga,SN97251,16.10.2006,3.5
Karasjok - Markannjarga,SN97251,17.10.2006,1.7
Karasjok - Markannjarga,SN97251,18.10.2006,0.3
Karasjok - Markannjarga,SN97251,19.10.2006,-8.5
Karasjok - Markannjarga,SN97251,20.10.2006,-10.6
Karasjok - Markannjarga,SN97251,21.10.2006,-5.6
Karasjok - Markannjarga,SN97251,22.10.2006,-12.4
Karasjok - Markannjarga,SN97251,23.10.2006,-9.1
Karasjok - Markannjarga,SN97251,24.10.2006,-5.7
Karasjok - Markannjarga,SN97251,25.10.2006,-2.7
Karasjok - Markannjarga,SN97251,26.10.2006,-5
Karasjok - Markannjarga,SN97251,27.10.2006,-6.1
Karasjok - Markannjarga,SN97251,28.10.2006,-6.5
Karasjok - Markannjarga,SN97251,29.10.2006,-19.5
Karasjok - Markannjarga,SN97251,30.10.2006,-20.6
Karasjok - Markannjarga,SN97251,31.10.2006,-24.4
Karasjok - Markannjarga,SN97251,01.11.2006,-26.2
Karasjok - Markannjarga,SN97251,02.11.2006,-24.2
Karasjok - Markannjarga,SN97251,03.11.2006,-24.2
Karasjok - Markannjarga,SN97251,04.11.2006,-15.8
Karasjok - Markannjarga,SN97251,05.11.2006,-7
Karasjok - Markannjarga,SN97251,06.11.2006,-7
Karasjok - Markannjarga,SN97251,07.11.2006,-8.9
Karasjok - Markannjarga,SN97251,08.11.2006,-20.6
Karasjok - Markannjarga,SN97251,09.11.2006,-11.6
Karasjok - Markannjarga,SN97251,10.11.2006,-15.3
Karasjok - Markannjarga,SN97251,11.11.2006,-12.1
Karasjok - Markannjarga,SN97251,12.11.2006,-8.7
Karasjok - Markannjarga,SN97251,13.11.2006,-3.9
Karasjok - Markannjarga,SN97251,14.11.2006,-5.6
Karasjok - Markannjarga,SN97251,15.11.2006,-4.6
Karasjok - Markannjarga,SN97251,16.11.2006,-2
Karasjok - Markannjarga,SN97251,17.11.2006,-1.6
Karasjok - Markannjarga,SN97251,18.11.2006,-3
Karasjok - Markannjarga,SN97251,19.11.2006,1.3
Karasjok - Markannjarga,SN97251,20.11.2006,-2.9
Karasjok - Markannjarga,SN97251,21.11.2006,1.2
Karasjok - Markannjarga,SN97251,22.11.2006,2.2
Karasjok - Markannjarga,SN97251,23.11.2006,2.7
Karasjok - Markannjarga,SN97251,24.11.2006,0.7
Karasjok - Markannjarga,SN97251,25.11.2006,0.8
Karasjok - Markannjarga,SN97251,26.11.2006,1.7
Karasjok - Markannjarga,SN97251,27.11.2006,1.9
Karasjok - Markannjarga,SN97251,28.11.2006,1.4
Karasjok - Markannjarga,SN97251,29.11.2006,-4.3
Karasjok - Markannjarga,SN97251,30.11.2006,-1.5
Karasjok - Markannjarga,SN97251,01.12.2006,-8.5
Karasjok - Markannjarga,SN97251,02.12.2006,-3.7
Karasjok - Markannjarga,SN97251,03.12.2006,-3.1
Karasjok - Markannjarga,SN97251,04.12.2006,-4.4
Karasjok - Markannjarga,SN97251,05.12.2006,-4.3
Karasjok - Markannjarga,SN97251,06.12.2006,-4
Karasjok - Markannjarga,SN97251,07.12.2006,-2.7
Karasjok - Markannjarga,SN97251,08.12.2006,-6.1
Karasjok - Markannjarga,SN97251,09.12.2006,-3.8
Karasjok - Markannjarga,SN97251,10.12.2006,-7
Karasjok - Markannjarga,SN97251,11.12.2006,-1.3
Karasjok - Markannjarga,SN97251,12.12.2006,-1.8
Karasjok - Markannjarga,SN97251,13.12.2006,-1.2
Karasjok - Markannjarga,SN97251,14.12.2006,-19.9
Karasjok - Markannjarga,SN97251,15.12.2006,-24
Karasjok - Markannjarga,SN97251,16.12.2006,-25.7
Karasjok - Markannjarga,SN97251,17.12.2006,-25
Karasjok - Markannjarga,SN97251,18.12.2006,-18.2
Karasjok - Markannjarga,SN97251,19.12.2006,-22.4
Karasjok - Markannjarga,SN97251,20.12.2006,-15.3
Karasjok - Markannjarga,SN97251,21.12.2006,3.3
Karasjok - Markannjarga,SN97251,22.12.2006,1
Karasjok - Markannjarga,SN97251,23.12.2006,-3.6
Karasjok - Markannjarga,SN97251,24.12.2006,-6
Karasjok - Markannjarga,SN97251,25.12.2006,-10.6
Karasjok - Markannjarga,SN97251,26.12.2006,-3.8
Karasjok - Markannjarga,SN97251,27.12.2006,-3.6
Karasjok - Markannjarga,SN97251,28.12.2006,-3
Karasjok - Markannjarga,SN97251,29.12.2006,-5.5
Karasjok - Markannjarga,SN97251,30.12.2006,-8.7
Karasjok - Markannjarga,SN97251,31.12.2006,0.1
Karasjok - Markannjarga,SN97251,01.01.2007,-11
Karasjok - Markannjarga,SN97251,02.01.2007,-11.5
Karasjok - Markannjarga,SN97251,03.01.2007,-5.9
Karasjok - Markannjarga,SN97251,04.01.2007,-9
Karasjok - Markannjarga,SN97251,05.01.2007,-10
Karasjok - Markannjarga,SN97251,06.01.2007,-20.9
Karasjok - Markannjarga,SN97251,07.01.2007,-22.9
Karasjok - Markannjarga,SN97251,08.01.2007,-4.4
Karasjok - Markannjarga,SN97251,09.01.2007,-1.5
Karasjok - Markannjarga,SN97251,10.01.2007,-1.9
Karasjok - Markannjarga,SN97251,11.01.2007,-20.4
Karasjok - Markannjarga,SN97251,12.01.2007,-27.7
Karasjok - Markannjarga,SN97251,13.01.2007,-26.1
Karasjok - Markannjarga,SN97251,14.01.2007,-27.6
Karasjok - Markannjarga,SN97251,15.01.2007,-32.3
Karasjok - Markannjarga,SN97251,16.01.2007,-11.3
Karasjok - Markannjarga,SN97251,17.01.2007,-4.6
Karasjok - Markannjarga,SN97251,18.01.2007,-4.9
Karasjok - Markannjarga,SN97251,19.01.2007,-18.1
Karasjok - Markannjarga,SN97251,20.01.2007,-23.4
Karasjok - Markannjarga,SN97251,21.01.2007,-25
Karasjok - Markannjarga,SN97251,22.01.2007,-27.8
Karasjok - Markannjarga,SN97251,23.01.2007,-27.7
Karasjok - Markannjarga,SN97251,24.01.2007,-27.7
Karasjok - Markannjarga,SN97251,25.01.2007,-7.7
Karasjok - Markannjarga,SN97251,26.01.2007,-10.8
Karasjok - Markannjarga,SN97251,27.01.2007,-9.9
Karasjok - Markannjarga,SN97251,28.01.2007,-31.3
Karasjok - Markannjarga,SN97251,29.01.2007,-32
Karasjok - Markannjarga,SN97251,30.01.2007,-35.3
Karasjok - Markannjarga,SN97251,31.01.2007,-23.3
Karasjok - Markannjarga,SN97251,01.02.2007,-11.3
Karasjok - Markannjarga,SN97251,02.02.2007,-11.1
Karasjok - Markannjarga,SN97251,03.02.2007,-13.9
Karasjok - Markannjarga,SN97251,04.02.2007,-17.5
Karasjok - Markannjarga,SN97251,05.02.2007,-31.8
Karasjok - Markannjarga,SN97251,06.02.2007,-23.9
Karasjok - Markannjarga,SN97251,07.02.2007,-22.8
Karasjok - Markannjarga,SN97251,08.02.2007,-25.8
Karasjok - Markannjarga,SN97251,09.02.2007,-19
Karasjok - Markannjarga,SN97251,10.02.2007,-8.8
Karasjok - Markannjarga,SN97251,11.02.2007,-14.9
Karasjok - Markannjarga,SN97251,12.02.2007,-19.1
Karasjok - Markannjarga,SN97251,13.02.2007,-30.9
Karasjok - Markannjarga,SN97251,14.02.2007,-35
Karasjok - Markannjarga,SN97251,15.02.2007,-30.9
Karasjok - Markannjarga,SN97251,16.02.2007,-21.2
Karasjok - Markannjarga,SN97251,17.02.2007,-17.4
Karasjok - Markannjarga,SN97251,18.02.2007,-28.9
Karasjok - Markannjarga,SN97251,19.02.2007,-25.1
Karasjok - Markannjarga,SN97251,20.02.2007,-30
Karasjok - Markannjarga,SN97251,21.02.2007,-22.5
Karasjok - Markannjarga,SN97251,22.02.2007,-19.1
Karasjok - Markannjarga,SN97251,23.02.2007,-25
Karasjok - Markannjarga,SN97251,24.02.2007,-13.4
Karasjok - Markannjarga,SN97251,25.02.2007,-9.5
Karasjok - Markannjarga,SN97251,26.02.2007,-13.1
Karasjok - Markannjarga,SN97251,27.02.2007,-25.1
Karasjok - Markannjarga,SN97251,28.02.2007,-17.5
Karasjok - Markannjarga,SN97251,01.03.2007,-8.4
Karasjok - Markannjarga,SN97251,02.03.2007,-2.6
Karasjok - Markannjarga,SN97251,03.03.2007,-3.2
Karasjok - Markannjarga,SN97251,04.03.2007,-14
Karasjok - Markannjarga,SN97251,05.03.2007,-20.2
Karasjok - Markannjarga,SN97251,06.03.2007,-11.6
Karasjok - Markannjarga,SN97251,07.03.2007,-3.7
Karasjok - Markannjarga,SN97251,08.03.2007,-0.4
Karasjok - Markannjarga,SN97251,09.03.2007,-0.4
Karasjok - Markannjarga,SN97251,10.03.2007,-1.1
Karasjok - Markannjarga,SN97251,11.03.2007,-3.4
Karasjok - Markannjarga,SN97251,12.03.2007,-2.8
Karasjok - Markannjarga,SN97251,13.03.2007,-7.6
Karasjok - Markannjarga,SN97251,14.03.2007,1.1
Karasjok - Markannjarga,SN97251,15.03.2007,-3.2
Karasjok - Markannjarga,SN97251,16.03.2007,-0.6
Karasjok - Markannjarga,SN97251,17.03.2007,-6.7
Karasjok - Markannjarga,SN97251,18.03.2007,-2.3
Karasjok - Markannjarga,SN97251,19.03.2007,-1.4
Karasjok - Markannjarga,SN97251,20.03.2007,-1.7
Karasjok - Markannjarga,SN97251,21.03.2007,-3.2
Karasjok - Markannjarga,SN97251,22.03.2007,-5.1
Karasjok - Markannjarga,SN97251,23.03.2007,0.3
Karasjok - Markannjarga,SN97251,24.03.2007,-0.9
Karasjok - Markannjarga,SN97251,25.03.2007,-2.3
Karasjok - Markannjarga,SN97251,26.03.2007,3.2
Karasjok - Markannjarga,SN97251,27.03.2007,1.7
Karasjok - Markannjarga,SN97251,28.03.2007,1.9
Karasjok - Markannjarga,SN97251,29.03.2007,1.1
Karasjok - Markannjarga,SN97251,30.03.2007,-2.6
Karasjok - Markannjarga,SN97251,31.03.2007,-1.2
Karasjok - Markannjarga,SN97251,01.04.2007,-0.9
Karasjok - Markannjarga,SN97251,02.04.2007,-0.3
Karasjok - Markannjarga,SN97251,03.04.2007,-8.4
Karasjok - Markannjarga,SN97251,04.04.2007,-5.9
